# NANP location coordinates
# Generated from GeoNames cities500 dataset
# Format: location_name|latitude|longitude
#
Ajax, ON|43.85012|-79.03288
Ajo, AZ|32.37172|-112.86071
Akron, CO|40.16054|-103.21438
Akron, IA|42.82888|-96.55948
Akron, IN|41.03838|-86.02805
Akron, NY|43.02089|-78.4953
Akron, OH|41.08144|-81.51901
Alabama|32.3668|-86.3
Alachua, FL|29.75163|-82.42483
Alameda, CA|37.77099|-122.26087
Alamo, TN|35.78479|-89.11729
Alamogordo, NM|32.89953|-105.96027
Alamosa, CO|37.46945|-105.87002
Alanson, MI|45.44418|-84.78671
Alaska|64.2008|-149.4937
Albany, GA|31.57851|-84.15574
Albany, IN|40.30088|-85.24191
Albany, KY|36.6909|-85.13468
Albany, MN|45.62996|-94.57
Albany, MO|39.22334|-94.11328
Albany, NY|42.65258|-73.75623
Albany, OH|39.22757|-82.20237
Albany, OR|44.63651|-123.10593
Albany, TX|32.72345|-99.2973
Albemarle, NC|35.35014|-80.20006
Albert Lea, MN|43.64801|-93.36827
Alberta|51.0447|-114.0719
Alberton, PE|46.81685|-64.06542
Albertville, AL|34.26783|-86.20878
Albia, IA|41.02667|-92.80575
Albion, IL|38.37755|-88.05615
Albion, IN|41.3956|-85.42442
Albion, MI|42.2431|-84.75303
Albion, NE|41.69084|-98.00367
Albion, NY|43.24645|-78.19363
Albion, PA|40.95895|-78.94698
Albuquerque, NM|35.08449|-106.65114
Alden, NY|42.90006|-78.49197
Aledo, IL|41.19976|-90.74931
Aledo, TX|32.69596|-97.60225
Alexander City, AL|32.94401|-85.95385
Alexandria Bay, NY|44.33588|-75.91773
Alexandria, IN|40.26282|-85.67581
Alexandria, KY|38.95951|-84.38799
Alexandria, LA|31.31129|-92.44514
Alexandria, MN|45.88524|-95.37754
Alexandria, ON|45.31317|-74.63665
Alexandria, VA|38.80484|-77.04692
Alfred, NY|42.25424|-77.79055
Algoma, WI|44.02471|-88.54261
Algona, IA|43.06997|-94.23302
Algonac, MI|42.61858|-82.5323
Algonquin, IL|42.16558|-88.29425
Alhambra, CA|34.09529|-118.12701
Alice, TX|27.75225|-98.06972
Aliceville, AL|33.12957|-88.15142
Aliquippa, PA|40.63673|-80.24006
Aliso Viejo, CA|33.56504|-117.72712
Allegan, MI|42.5292|-85.8553
Allen, TX|33.10317|-96.67055
Allendale Charter Township, MI|42.97225|-85.95365
Allendale, SC|33.00793|-81.30844
Allenton, WI|43.42055|-88.34093
Allentown, PA|40.60843|-75.49018
Alliance, NE|42.10163|-102.87215
Alliance, OH|40.91534|-81.10593
Allison, IA|42.75275|-92.79519
Alliston, ON|44.15011|-79.86635
Alma, AR|35.47787|-94.22188
Alma, GA|31.53937|-82.46236
Alma, MI|43.37892|-84.65973
Alma, NE|40.09751|-99.36204
Alma, QC|48.55009|-71.6491
Alma, WI|44.31997|-91.91488
Almena, WI|45.4169|-92.03296
Almont, MI|42.92058|-83.04493
Almonte, ON|45.22993|-76.19585
Alpena, MI|45.06168|-83.43275
Alpharetta, GA|34.07538|-84.29409
Alpine, CA|32.83505|-116.76641
Alpine, TX|30.35862|-103.66206
Alpine, WY|43.16353|-111.01802
Alstead, NH|43.14897|-72.36064
Altamont, IL|39.06199|-88.74811
Altamont, NY|42.70063|-74.03374
Altavista, VA|37.11181|-79.28558
Alto, TX|31.65045|-95.07272
Alton, IL|38.8906|-90.18428
Alton, MO|36.69423|-91.3993
Alton, NH|43.4523|-71.21757
Altona, MB|49.10469|-97.55961
Altoona, AL|34.02621|-86.32609
Altoona, IA|41.64416|-93.46466
Altoona, PA|40.51868|-78.39474
Alturas, CA|41.48714|-120.54349
Altus, OK|34.63813|-99.33398
Alum Creek, WV|38.28676|-81.80513
Alva, OK|36.80499|-98.66718
Alvarado, TX|32.40653|-97.21168
Alvin, TX|29.42385|-95.2441
Amagansett, NY|40.97371|-72.14369
Amanda, OH|39.64951|-82.74434
Amarillo, TX|35.222|-101.8313
Amboy, IL|41.7142|-89.32871
Ambridge, PA|40.58923|-80.22506
Amelia Court Hse, VA|37.34293|-77.98056
Amelia, OH|39.0284|-84.21771
Amenia, NY|41.84926|-73.55679
American Falls, ID|42.78602|-112.85444
American Fork, UT|40.3769|-111.79576
Americus, GA|32.07239|-84.23269
Amery, WI|45.30691|-92.36214
Ames, IA|42.03471|-93.61994
Amesbury, MA|42.85842|-70.93005
Amherst, MA|42.36723|-72.51852
Amherst, NS|45.83345|-64.19874
Amherst, OH|41.39782|-82.22238
Amherst, VA|37.58514|-79.05141
Amherst, WI|44.45081|-89.28484
Amherstburg, ON|42.10009|-83.09985
Amite City, LA|30.72657|-90.50898
Amity, OR|45.11567|-123.20733
Amityville, NY|40.67899|-73.41707
Amory, MS|33.98428|-88.4881
Amos, QC|48.56688|-78.11624
Amqui, QC|48.46382|-67.43134
Amsterdam, NY|42.93869|-74.18819
Anaconda, MT|46.12854|-112.94226
Anacortes, WA|48.5126|-122.61267
Anadarko, OK|35.07256|-98.24366
Anaheim, CA|33.83529|-117.9145
Anahuac, TX|29.773|-94.6827
Anamosa, IA|42.10834|-91.28516
Ancaster, ON|43.21806|-79.98716
Anchorage, AK|61.21806|-149.90028
Andalusia, AL|31.30808|-86.48243
Anderson, CA|40.44821|-122.29778
Anderson, IN|40.10532|-85.68025
Anderson, MO|36.65063|-94.44355
Anderson, SC|34.50344|-82.65013
Andover, KS|37.7139|-97.13643
Andover, MA|42.65843|-71.137
Andover, NJ|40.98593|-74.74211
Andover, OH|41.60672|-80.5723
Andrews, NC|35.20175|-83.82407
Andrews, SC|33.45128|-79.5609
Andrews, TX|32.31872|-102.54572
Angel Fire, NM|36.39309|-105.28501
Angels Camp, CA|38.06826|-120.53965
Angier, NC|35.5071|-78.73918
Angleton, TX|29.16941|-95.43188
Angola, IN|41.63477|-84.99941
Angola, NY|42.63839|-79.02782
Angwin, CA|38.57574|-122.44998
Anita, IA|41.44526|-94.7647
Ankeny, IA|41.72971|-93.60577
Ann Arbor, MI|42.27756|-83.74088
Anna, IL|37.46033|-89.24703
Anna, TX|33.349|-96.5486
Annandale, MN|45.26274|-94.12443
Annapolis Royal, NS|44.74268|-65.51761
Annapolis, MD|38.97859|-76.49184
Anniston, AL|33.65983|-85.83163
Annville, KY|37.31925|-83.97048
Annville, PA|40.32954|-76.51524
Anson, TX|32.7565|-99.89621
Ansonia, CT|41.34621|-73.079
Ansted, WV|38.13622|-81.09955
Anthony, KS|37.15336|-98.03117
Anthony, NM|32.00399|-106.60583
Anthony, TX|31.99927|-106.60555
Antigo, WI|45.14025|-89.15234
Antigonish, NS|45.61685|-61.99858
Antioch, CA|38.00492|-121.80579
Antioch, IL|42.47724|-88.09564
Antioch, TN|35.00508|-85.6583
Antlers, OK|34.23121|-95.62025
Antonito, CO|37.07918|-106.00863
Antrim, NH|43.03091|-71.93897
Antwerp, OH|41.18144|-84.74051
Anza, CA|33.55503|-116.67363
Apache Junction, AZ|33.41505|-111.54958
Apache, OK|34.89368|-98.36589
Apalachicola, FL|29.726|-84.9856
Apalachin, NY|42.06952|-76.15465
Apex, NC|35.73265|-78.85029
Apollo, PA|40.58145|-79.56643
Apopka, FL|28.67617|-81.51186
Apple Creek, OH|40.75172|-81.8393
Apple Valley, CA|34.50083|-117.18588
Apple Valley, MN|44.73191|-93.21772
Appleton, MN|45.19691|-96.01977
Appleton, WI|44.26193|-88.41538
Appling, GA|33.54608|-82.3173
Appomattox, VA|37.35709|-78.82529
Aptos, CA|36.97717|-121.8994
Arab, AL|34.31815|-86.49582
Aransas Pass, TX|27.90947|-97.14999
Arapahoe, NE|40.30417|-99.9004
Arborg, MB|50.90721|-97.21757
Arbuckle, CA|39.0174|-122.05775
Arcade, NY|42.53395|-78.42307
Arcadia, CA|34.13973|-118.03534
Arcadia, FL|27.21588|-81.85842
Arcadia, LA|32.54904|-92.92016
Arcadia, WI|44.25274|-91.50154
Arcanum, OH|39.99005|-84.55329
Arcata, CA|40.86652|-124.08284
Archbold, OH|41.52144|-84.30717
Archer City, TX|33.59566|-98.62561
Archer, FL|29.52997|-82.519
Arco, ID|43.63657|-113.30028
Arcola, IL|39.68476|-88.30644
Ardmore, OK|34.17426|-97.14363
Ardmore, TN|34.99203|-86.84667
Ardrossan, AB|53.55014|-113.13529
Argos, IN|41.2378|-86.21465
Argyle, TX|33.12123|-97.18335
Arizona|33.4484|-112.074
Arkadelphia, AR|34.12093|-93.05378
Arkansas|34.7465|-92.2896
Arkansas City, KS|37.06197|-97.03837
Arlee, MT|47.16187|-114.08511
Arlington Hts, IL|42.08836|-87.98063
Arlington, MA|42.41537|-71.15644
Arlington, MN|44.6083|-94.08053
Arlington, SD|44.36441|-97.13312
Arlington, TN|35.2962|-89.66147
Arlington, TX|32.73569|-97.10807
Arlington, VA|38.88101|-77.10428
Arlington, VT|43.0748|-73.154
Arlington, WA|48.19871|-122.12514
Arma, KS|37.54394|-94.70024
Armada, MI|42.8442|-82.88437
Armonk, NY|41.12648|-73.71402
Armour, SD|43.3186|-98.34675
Armstrong, BC|50.44979|-119.20235
Arnaudville, LA|30.3977|-91.93151
Arnold, CA|38.25547|-120.35103
Arnold, MO|38.43283|-90.37762
Arnolds Park, IA|43.37274|-95.12388
Arnprior, ON|45.43341|-76.34939
Aromas, CA|36.88856|-121.643
Arroyo Grande, CA|35.11859|-120.59073
Artesia, NM|32.84233|-104.4033
Arthur, IL|39.71476|-88.47228
Arvada, CO|39.80276|-105.08748
Arvin, CA|35.20913|-118.82843
Asbestos, QC|45.76678|-71.9324
Ash Flat, AR|36.22396|-91.60848
Ashburn, GA|31.70601|-83.65322
Ashburn, VA|39.04372|-77.48749
Ashburnham, MA|42.6362|-71.90785
Ashby, MA|42.67787|-71.82035
Ashdown, AR|33.67429|-94.13131
Asheboro, NC|35.70791|-79.81364
Asheville, NC|35.60095|-82.55402
Ashford, AL|31.18296|-85.23632
Ashland City, TN|36.27422|-87.06417
Ashland, AL|33.27373|-85.83607
Ashland, KS|37.18864|-99.76568
Ashland, KY|38.47841|-82.63794
Ashland, MA|42.26121|-71.4634
Ashland, ME|46.63115|-68.40615
Ashland, MO|38.77448|-92.25713
Ashland, MS|34.83287|-89.1759
Ashland, NE|41.03916|-96.36835
Ashland, NH|43.69535|-71.63063
Ashland, OH|40.86867|-82.31822
Ashland, OR|42.19458|-122.70948
Ashland, PA|40.78175|-76.34578
Ashland, VA|37.75903|-77.47998
Ashland, WI|46.59244|-90.8838
Ashley, ND|46.03414|-99.3715
Ashtabula, OH|41.86505|-80.78981
Ashton, ID|44.07158|-111.44829
Ashville, AL|33.83704|-86.25442
Ashville, OH|39.71562|-82.95296
Aspen, CO|39.1911|-106.81754
Assiniboia, SK|49.63336|-105.98446
Assonet, MA|41.76677|-71.03282
Assumption, IL|39.52032|-89.04897
Astoria, OR|46.18788|-123.83125
Atascadero, CA|35.48942|-120.67073
Atchison, KS|39.56305|-95.12164
Athabasca, AB|54.71687|-113.28537
Athens, AL|34.80243|-86.97219
Athens, GA|33.96095|-83.37794
Athens, MI|42.08866|-85.23471
Athens, OH|39.32924|-82.10126
Athens, ON|44.63341|-75.94936
Athens, TN|35.44285|-84.59299
Athens, TX|32.20487|-95.85552
Athens, WI|44.02471|-88.54261
Athol, ID|47.94796|-116.70797
Athol, MA|42.59592|-72.22675
Atikokan, ON|48.75667|-91.62409
Atkins, AR|35.24647|-92.93656
Atkinson, NE|42.53139|-98.97815
Atkinson, NH|42.83842|-71.147
Atlanta, GA|33.749|-84.38798
Atlanta, MI|45.00473|-84.14389
Atlanta, TX|33.11374|-94.16435
Atlantic City, NJ|39.36415|-74.42306
Atlantic, IA|41.4036|-95.01388
Atmore, AL|31.02379|-87.49387
Atoka, OK|34.38593|-96.12833
Attalla, AL|34.02176|-86.08859
Attica, IN|40.2942|-87.2489
Attica, NY|42.86423|-78.28029
Attleboro, MA|41.94454|-71.28561
Atwater, CA|37.34772|-120.60908
Atwater, MN|45.13885|-94.77806
Atwood, KS|39.80667|-101.0421
Au Gres, MI|44.04863|-83.69582
Au Sable Forks, NY|44.44171|-73.67458
Auberry, CA|37.08078|-119.48541
Aubrey, TX|33.30428|-96.98612
Auburn Hills, MI|42.68753|-83.2341
Auburn, AL|32.60986|-85.48078
Auburn, CA|38.89657|-121.07689
Auburn, IL|39.59172|-89.74649
Auburn, IN|41.36699|-85.05886
Auburn, KY|36.86421|-86.71027
Auburn, MA|42.19454|-71.83563
Auburn, ME|44.09785|-70.23117
Auburn, MI|43.60336|-84.0697
Auburn, NE|40.39278|-95.83889
Auburn, NY|42.93173|-76.56605
Auburn, WA|47.30732|-122.22845
Auburndale, FL|28.0653|-81.78869
Audubon, IA|41.71804|-94.93249
Augusta, AR|35.28231|-91.36541
Augusta, GA|33.47097|-81.97484
Augusta, KS|37.68668|-96.9767
Augusta, KY|38.77174|-84.00576
Augusta, ME|44.31062|-69.77949
Augusta, MI|42.33643|-85.35222
Augusta, WI|44.68024|-91.11988
Augusta, WV|39.29538|-78.63779
Ault, CO|40.58248|-104.73191
Aumsville, OR|44.84095|-122.87092
Aurora, CO|39.72943|-104.83192
Aurora, IL|41.76058|-88.32007
Aurora, IN|39.057|-84.90134
Aurora, MN|47.52993|-92.23712
Aurora, MO|36.97089|-93.71798
Aurora, NC|35.30545|-76.78854
Aurora, NE|40.86723|-98.00422
Aurora, OH|41.31755|-81.34539
Aurora, ON|44.00011|-79.46632
Aurora, OR|45.23095|-122.75593
Austell, GA|33.81261|-84.63438
Austin, IN|38.75839|-85.80803
Austin, MN|43.66663|-92.97464
Austin, TX|30.26715|-97.74306
Austinburg, OH|41.772|-80.85453
Ava, IL|37.88838|-89.49482
Ava, MO|36.952|-92.66045
Avalon, CA|33.34281|-118.32785
Avalon, NJ|39.10122|-74.71766
Avenal, CA|36.00412|-120.12903
Averill Park, NY|42.63397|-73.55373
Avilla, IN|41.36588|-85.23886
Avoca, IA|41.47666|-95.33805
Avon Lake, OH|41.50532|-82.0282
Avon Park, FL|27.59587|-81.50619
Avon, CO|39.63137|-106.52225
Avon, IN|39.76282|-86.39972
Avon, MN|45.60913|-94.45167
Avon, NY|42.91201|-77.74556
Avon, OH|41.45171|-82.03542
Avondale, PA|39.82344|-75.78327
Ayden, NC|35.47266|-77.41552
Ayer, MA|42.5612|-71.58979
Aynor, SC|33.99989|-79.19949
Ayr, ON|43.2834|-80.44968
Azle, TX|32.89513|-97.54586
Aztec, NM|36.82223|-107.99285
Azusa, CA|34.13362|-117.90756
Bacliff, TX|29.5069|-94.99243
Bad Axe, MI|43.80196|-83.00078
Baddeck, NS|46.10014|-60.74849
Baden, ON|43.4001|-80.6497
Baden, PA|40.63507|-80.22812
Bagley, MN|47.52162|-95.39835
Baie-Comeau, QC|49.21679|-68.14894
Baie-Saint-Paul, QC|47.44109|-70.49858
Bailey, NC|35.78071|-78.11888
Bainbridge, GA|30.9038|-84.57547
Bainbridge, NY|42.29341|-75.47935
Baird, TX|32.39402|-99.39424
Baker City, OR|44.77487|-117.83438
Baker, LA|30.58824|-91.16816
Baker, MT|46.36695|-104.28466
Bakersfield, CA|35.37329|-119.01871
Bakersville, NC|36.01567|-82.15874
Bala Cynwyd, PA|40.00761|-75.23407
Bald Knob, AR|35.30981|-91.56791
Baldwin City, KS|38.77501|-95.18636
Baldwin Park, CA|34.08529|-117.9609
Baldwin, LA|29.83798|-91.54428
Baldwin, MI|43.90112|-85.85173
Baldwin, WI|44.96663|-92.37436
Baldwinsville, NY|43.15868|-76.33271
Baldwyn, MS|34.50954|-88.63533
Ball Ground, GA|34.33815|-84.37659
Ballinger, TX|31.73821|-99.94731
Ballston Spa, NY|43.00091|-73.84901
Ballwin, MO|38.59505|-90.54623
Balsam Lake, WI|45.45218|-92.45464
Baltic, OH|40.44007|-81.69902
Baltimore, MD|39.29038|-76.61219
Baltimore, OH|39.84534|-82.60072
Bamberg, SC|33.2971|-81.03482
Bancroft, IA|43.29274|-94.21802
Bancroft, ON|45.05752|-77.85702
Bandera, TX|29.72661|-99.07365
Bandon, OR|43.119|-124.40845
Banff, AB|51.17622|-115.56982
Bangor, ME|44.79884|-68.77265
Bangor, MI|42.31254|-86.11308
Bangor, PA|40.86565|-75.20657
Banks, OR|45.61872|-123.11428
Banner Elk, NC|36.16318|-81.8715
Banning, CA|33.92557|-116.87641
Bar Harbor, ME|44.38758|-68.2039
Baraboo, WI|43.47109|-89.74429
Baraga, MI|46.77854|-88.48902
Barberton, OH|41.01283|-81.60512
Barboursville, WV|38.40953|-82.29459
Barbourville, KY|36.86648|-83.88881
Bardstown, KY|37.80923|-85.4669
Bargersville, IN|39.52088|-86.16777
Barnegat Township, NJ|39.75318|-74.22292
Barnesville, GA|33.05457|-84.15575
Barnesville, MN|46.65218|-96.41979
Barnesville, OH|39.98813|-81.1765
Barneveld, WI|43.01555|-89.8954
Barnwell, SC|33.24487|-81.35872
Baroda, MI|41.95754|-86.48557
Barre, MA|42.42287|-72.10508
Barre, VT|44.19701|-72.50205
Barrhead, AB|54.13345|-114.40211
Barrie, ON|44.40011|-79.66634
Barrington, IL|42.15391|-88.13619
Barrington, NH|43.22286|-71.04701
Barrington, NS|43.56285|-65.56173
Barrington, RI|41.74066|-71.30866
Barrière, BC|51.18308|-120.1192
Barron, WI|45.40135|-91.84906
Barrow, AK|71.29058|-156.78872
Barstow, CA|34.89859|-117.02282
Bartlesville, OK|36.74731|-95.98082
Barton, VT|44.81671|-72.23288
Bartonville, IL|40.65032|-89.65205
Bartow, FL|27.89641|-81.84314
Basalt, CO|39.36887|-107.03282
Basehor, KS|39.14167|-94.93858
Basin, WY|44.37996|-108.03899
Bassett, NE|42.58583|-99.53789
Bassett, VA|36.7593|-79.99032
Bastrop, LA|32.77828|-91.91144
Bastrop, TX|30.11049|-97.31527
Batavia, IL|41.85003|-88.31257
Batavia, NY|42.99812|-78.18752
Batavia, OH|41.462|-81.07371
Batesburg-Leesville, SC|33.91014|-81.53733
Batesville, AR|35.7698|-91.64097
Batesville, IN|39.30005|-85.22218
Batesville, MS|34.3115|-89.94426
Bath Township, MI|42.81864|-84.44859
Bath, ME|43.91064|-69.8206
Bath, NY|42.33702|-77.31776
Bath, PA|40.72565|-75.39407
Bathurst, NB|47.61814|-65.65112
Baton Rouge, LA|30.44332|-91.18747
Battle Creek, MI|42.3173|-85.17816
Battle Ground, WA|45.78095|-122.53343
Battle Lake, MN|46.28052|-95.71366
Battle Mountain, NV|40.64213|-116.93427
Battleford, SK|52.73486|-108.3091
Baudette, MN|48.71247|-94.59993
Baxley, GA|31.77825|-82.34846
Baxter Springs, KS|37.02368|-94.7355
Baxter, TN|36.15367|-85.64359
Bay City, MI|43.59447|-83.88886
Bay City, TX|28.98276|-95.9694
Bay Minette, AL|30.88296|-87.77305
Bay Point, CA|38.02909|-121.96163
Bay Roberts, NL|47.59989|-53.26478
Bay Shore, NY|40.7251|-73.24539
Bay Springs, MS|31.97904|-89.28728
Bay St. Louis, MS|30.30881|-89.33005
Bayard, NM|32.76174|-108.1306
Bayfield, CO|37.22556|-107.59811
Bayonne, NJ|40.66871|-74.11431
Bayou La Batre, AL|30.40352|-88.24852
Bayport, NY|40.73843|-73.05067
Baytown, TX|29.7355|-94.97743
Bayville, NJ|39.90929|-74.15486
Bayville, NY|40.91065|-73.56207
Beach Haven, NJ|39.55928|-74.2432
Beach, ND|46.91807|-104.00437
Beacon, NY|41.50482|-73.96958
Bealeton, VA|38.57179|-77.76388
Bean Station, TN|36.3437|-83.28406
Bear, DE|39.62928|-75.65826
Beardstown, IL|40.01755|-90.42429
Beatrice, NE|40.26806|-96.74697
Beattyville, KY|37.57175|-83.70686
Beauceville, QC|46.21785|-70.77873
Beaufort, NC|34.7184|-76.66161
Beaufort, SC|32.4317|-80.66993
Beauharnois, QC|45.31341|-73.8725
Beaumont, AB|53.35013|-113.41871
Beaumont, CA|33.92946|-116.97725
Beaumont, TX|30.08605|-94.10185
Beausejour, MB|50.0622|-96.51669
Beaver Dam, KY|37.40199|-86.87583
Beaver Dam, WI|43.45777|-88.83733
Beaver Falls, PA|40.75201|-80.31923
Beaver, OK|36.81614|-100.51987
Beaver, PA|40.69534|-80.30478
Beaver, UT|38.27691|-112.64105
Beavercreek, OH|39.70923|-84.06327
Beaverlodge, AB|55.21664|-119.43605
Beaverton, MI|43.88225|-84.48473
Beaverton, OR|45.48706|-122.80371
Becker, MN|45.3933|-93.87692
Becket, MA|42.33203|-73.08288
Beckley, WV|37.77817|-81.18816
Bedford, IA|40.66693|-94.72136
Bedford, IN|38.86116|-86.48721
Bedford, KY|38.59256|-85.31773
Bedford, MA|42.49065|-71.27617
Bedford, NH|42.94647|-71.5159
Bedford, NY|41.20426|-73.64374
Bedford, PA|40.01869|-78.50391
Bedford, QC|45.11678|-72.98244
Bedford, VA|37.33431|-79.52309
Bedminster Township, NJ|40.68066|-74.64544
Beebe, AR|35.07064|-91.87959
Beecher, IL|41.34059|-87.62143
Beeton, ON|44.07988|-79.7816
Beeville, TX|28.40095|-97.74974
Beggs, OK|35.7426|-96.07027
Bel Air, MD|39.53594|-76.34829
Belchertown, MA|42.27704|-72.40092
Belding, MI|43.09781|-85.22891
Belen, NM|34.66284|-106.77642
Belfair, WA|47.45065|-122.82737
Belfast, ME|44.42591|-69.00642
Belfield, ND|46.88529|-103.19962
Belgium, WI|43.49972|-87.85037
Belgrade, MT|45.77604|-111.1769
Belhaven, NC|35.54017|-76.62299
Belington, WV|39.0251|-79.93563
Bella Vista, AR|36.4807|-94.27134
Bellaire, MI|44.98028|-85.21117
Bellaire, OH|40.01618|-80.74231
Bellbrook, OH|39.63562|-84.07077
Belle Chasse, LA|29.85493|-89.99063
Belle Fourche, SD|44.67137|-103.85215
Belle Glade, FL|26.68451|-80.66756
Belle Plaine, IA|41.89694|-92.27824
Belle Plaine, KS|37.39391|-97.28115
Belle Plaine, MN|44.62274|-93.76857
Belle Vernon, PA|40.12507|-79.86644
Belle, MO|38.28588|-91.72044
Bellefontaine, OH|40.36116|-83.75966
Bellefonte, PA|40.91339|-77.77833
Belleview, FL|30.46159|-87.31497
Belleville, IL|38.52005|-89.98399
Belleville, KS|39.82445|-97.63254
Belleville, MI|42.20476|-83.48521
Belleville, NJ|40.79371|-74.15014
Belleville, ON|44.16682|-77.38277
Belleville, PA|40.60507|-77.72555
Belleville, WI|43.07611|-88.77427
Bellevue, IA|42.25863|-90.42291
Bellevue, NE|41.13667|-95.89084
Bellevue, OH|41.27366|-82.84158
Bellevue, WA|47.61038|-122.20068
Bellflower, CA|33.88168|-118.11701
Bellingham, MA|42.08676|-71.47451
Bellingham, WA|48.75955|-122.48822
Bellmawr, NJ|39.86761|-75.09462
Bellows Falls, VT|43.13341|-72.44398
Bells, TN|35.71118|-89.08756
Bells, TX|33.61038|-96.41082
Bellville, OH|40.62006|-82.51072
Bellville, TX|29.95023|-96.25719
Bellwood, IL|41.88142|-87.88312
Bellwood, PA|40.6034|-78.32474
Belmar, NJ|39.86761|-75.09462
Belmond, IA|42.84608|-93.6141
Belmont, MA|42.39593|-71.17867
Belmont, MS|34.50982|-88.20921
Belmont, NC|35.24292|-81.0373
Belmont, NH|43.44536|-71.47785
Belmont, NY|42.22312|-78.03445
Belmont, ON|42.88339|-81.08303
Beloit, KS|39.45612|-98.10616
Beloit, WI|42.50835|-89.03178
Belpre, OH|39.27396|-81.5729
Belton, MO|38.81195|-94.5319
Belton, SC|34.52289|-82.49429
Belton, TX|31.05601|-97.46445
Beltsville, MD|39.03483|-76.90747
Belvidere, IL|42.26391|-88.84427
Belvidere, NJ|40.82982|-75.07767
Belzoni, MS|33.18429|-90.48926
Bemidji, MN|47.47356|-94.88028
Ben Lomond, CA|37.08911|-122.08635
Benbrook, TX|32.67319|-97.46058
Bend, OR|44.05817|-121.31531
Benicia, CA|38.04937|-122.15858
Benkelman, NE|40.04916|-101.53294
Bennett, CO|39.75887|-104.42746
Bennettsville, SC|34.61738|-79.68478
Bennington, NE|41.36472|-96.1578
Bennington, VT|42.87813|-73.19677
Bensalem, PA|40.10455|-74.95128
Bensenville, IL|41.95503|-87.94007
Benson, AZ|31.96786|-110.29452
Benson, MN|45.315|-95.6025
Benson, NC|35.38211|-78.54862
Bentleyville, PA|40.11674|-80.00839
Benton City, WA|46.26319|-119.4878
Benton Harbor, MI|42.11671|-86.45419
Benton, AR|34.56454|-92.58683
Benton, IL|37.99672|-88.92007
Benton, KY|36.85728|-88.35031
Benton, LA|32.69487|-93.74185
Benton, MO|37.09783|-89.56258
Benton, PA|41.19508|-76.38355
Benton, TN|35.17424|-84.65355
Bentonville, AR|36.37285|-94.20882
Berea, KY|37.56869|-84.29632
Beresford, SD|43.08054|-96.77366
Bergen, NY|43.08534|-77.94223
Bergenfield, NJ|40.9276|-73.99736
Berkeley Heights, NJ|40.68343|-74.44265
Berkeley Springs, WV|39.6248|-78.22472
Berkeley, CA|37.87159|-122.27275
Berlin, MA|42.3812|-71.63701
Berlin, MD|39.31427|-77.62777
Berlin, NH|44.46867|-71.18508
Berlin, PA|39.92064|-78.9578
Berlin, WI|43.96804|-88.94345
Bernalillo, NM|35.30004|-106.55114
Bernardsville, NJ|40.71871|-74.56932
Berne, IN|40.65782|-84.95191
Bernie, MO|36.66894|-89.9687
Bernville, PA|40.43343|-76.11216
Berrien Springs, MI|41.94643|-86.3389
Berry, AL|33.65983|-87.60001
Berryville, AR|36.36479|-93.56797
Berryville, VA|39.15177|-77.98222
Berthierville, QC|46.08336|-73.18245
